pidigits ; 134.066162109375000000, 122.830627441406250000,  ,  ,  6430.73 
pidigits ; 136.114624023437500000, 124.538391113281250000,  ,  ,  6442.03 
pidigits ; 132.718750000000000000, 121.442077636718750000,  ,  ,  6480.09 
pidigits ; 129.515319824218750000, 118.772094726562500000,  ,  ,  6369.52 
pidigits ; 129.380249023437500000, 118.303466796875000000,  ,  ,  6350.71 
pidigits ; 128.627868652343750000, 117.623901367187500000,  ,  ,  6325.13 
pidigits ; 127.734985351562500000, 116.928161621093750000,  ,  ,  6410.17 
pidigits ; 127.650695800781250000, 116.420227050781250000,  ,  ,  6476.94 
pidigits ; 126.355895996093750000, 115.473937988281250000,  ,  ,  6455.79 
pidigits ; 129.905395507812500000, 118.737365722656250000,  ,  ,  6414.36 
n-body ; 286.704528808593750000, 270.223022460937500000,  ,  ,  14989.5 
n-body ; 272.216186523437500000, 255.506286621093750000,  ,  ,  15183.3 
n-body ; 272.210693359375000000, 254.963073730468750000,  ,  ,  15206.6 
n-body ; 276.784057617187500000, 260.257202148437500000,  ,  ,  14748.6 
n-body ; 278.430541992187500000, 262.096496582031250000,  ,  ,  14843.3 
n-body ; 267.885620117187500000, 251.891357421875000000,  ,  ,  14917.6 
n-body ; 280.717834472656250000, 264.291015625000000000,  ,  ,  15081.1 
n-body ; 258.411071777343750000, 242.473815917968750000,  ,  ,  15319.1 
n-body ; 284.123291015625000000, 267.409790039062500000,  ,  ,  14917.7 
n-body ; 267.054687500000000000, 250.088134765625000000,  ,  ,  14988.8 
k-nucleotide ; 457.913024902343750000, 414.890869140625000000,  ,  ,  27833.1 
k-nucleotide ; 438.409973144531250000, 409.417541503906250000,  ,  ,  22124.6 
k-nucleotide ; 416.605163574218750000, 387.597717285156250000,  ,  ,  22368.2 
k-nucleotide ; 442.592163085937500000, 413.303466796875000000,  ,  ,  21891 
k-nucleotide ; 467.744934082031250000, 424.416931152343750000,  ,  ,  27759.1 
k-nucleotide ; 440.271850585937500000, 411.472900390625000000,  ,  ,  21891.2 
k-nucleotide ; 477.182128906250000000, 432.308105468750000000,  ,  ,  27926.1 
k-nucleotide ; 432.559448242187500000, 401.172729492187500000,  ,  ,  23819.8 
k-nucleotide ; 500.442687988281250000, 456.569152832031250000,  ,  ,  27632.4 
k-nucleotide ; 467.695861816406250000, 424.071166992187500000,  ,  ,  28056.8 
reverse-complement ; 30.387756347656250000, 28.317504882812500000,  ,  ,  1489.3 
reverse-complement ; 26.005798339843750000, 24.118957519531250000,  ,  ,  1371.14 
reverse-complement ; 27.971923828125000000, 25.925231933593750000,  ,  ,  1405.19 
reverse-complement ; 27.003479003906250000, 25.068786621093750000,  ,  ,  1386.96 
reverse-complement ; 27.189575195312500000, 25.286193847656250000,  ,  ,  1382.55 
reverse-complement ; 27.021179199218750000, 25.074951171875000000,  ,  ,  1413.38 
reverse-complement ; 27.074462890625000000, 25.077880859375000000,  ,  ,  1387.57 
reverse-complement ; 26.783935546875000000, 24.749389648437500000,  ,  ,  1400.41 
reverse-complement ; 26.590576171875000000, 24.614990234375000000,  ,  ,  1391.07 
reverse-complement ; 26.914428710937500000, 24.947143554687500000,  ,  ,  1396.48 
fasta ; 96.676513671875000000, 91.166076660156250000,  ,  ,  4651.67 
fasta ; 90.022216796875000000, 84.755554199218750000,  ,  ,  4608.92 
fasta ; 89.455505371093750000, 84.284484863281250000,  ,  ,  4630.43 
fasta ; 89.865661621093750000, 84.472351074218750000,  ,  ,  4714.07 
fasta ; 86.573913574218750000, 81.519653320312500000,  ,  ,  4683.43 
fasta ; 89.375610351562500000, 84.310119628906250000,  ,  ,  4798.82 
fasta ; 91.922790527343750000, 86.292236328125000000,  ,  ,  4779.98 
fasta ; 89.824951171875000000, 84.598205566406250000,  ,  ,  4770.93 
fasta ; 86.468566894531250000, 80.992004394531250000,  ,  ,  4871.37 
fasta ; 92.471069335937500000, 86.991699218750000000,  ,  ,  4810.87 
fannkuch-redux ; 333.754333496093750000, 313.292114257812500000,  ,  ,  11756.3 
fannkuch-redux ; 332.655700683593750000, 311.977905273437500000,  ,  ,  11779 
fannkuch-redux ; 333.058410644531250000, 312.107604980468750000,  ,  ,  11790.5 
fannkuch-redux ; 323.379272460937500000, 301.339843750000000000,  ,  ,  12512.6 
fannkuch-redux ; 313.317993164062500000, 291.196716308593750000,  ,  ,  12565 
fannkuch-redux ; 313.897216796875000000, 291.712158203125000000,  ,  ,  12608.7 
fannkuch-redux ; 316.468811035156250000, 294.699707031250000000,  ,  ,  12672.3 
fannkuch-redux ; 306.219848632812500000, 284.828430175781250000,  ,  ,  12273.9 
fannkuch-redux ; 318.091491699218750000, 296.098266601562500000,  ,  ,  12803.6 
fannkuch-redux ; 315.363464355468750000, 293.452514648437500000,  ,  ,  12665.4 
regex-redux ; 232.939086914062500000, 216.931396484375000000,  ,  ,  14061.3 
regex-redux ; 251.496765136718750000, 234.521606445312500000,  ,  ,  14380.8 
regex-redux ; 243.307922363281250000, 226.432861328125000000,  ,  ,  14972.7 
regex-redux ; 250.640625000000000000, 234.797363281250000000,  ,  ,  14447.3 
regex-redux ; 247.576721191406250000, 232.172363281250000000,  ,  ,  14347.7 
regex-redux ; 255.994812011718750000, 240.048706054687500000,  ,  ,  14576.3 
regex-redux ; 248.837036132812500000, 233.467285156250000000,  ,  ,  14156.9 
regex-redux ; 250.099304199218750000, 234.321533203125000000,  ,  ,  14551.3 
regex-redux ; 255.173034667968750000, 238.873474121093750000,  ,  ,  14530.5 
regex-redux ; 241.937011718750000000, 227.268188476562500000,  ,  ,  13433.4 
spectral-norm ; 78.267456054687500000, 71.897583007812500000,  ,  ,  2979.24 
spectral-norm ; 106.242187500000000000, 98.127319335937500000,  ,  ,  3917.48 
spectral-norm ; 108.483886718750000000, 100.339599609375000000,  ,  ,  4046.16 
spectral-norm ; 106.817443847656250000, 98.561401367187500000,  ,  ,  4004.14 
spectral-norm ; 78.548767089843750000, 72.025695800781250000,  ,  ,  2997.17 
spectral-norm ; 108.383056640625000000, 99.776489257812500000,  ,  ,  4062.14 
spectral-norm ; 83.184387207031250000, 76.309875488281250000,  ,  ,  3123.83 
spectral-norm ; 110.014770507812500000, 101.436401367187500000,  ,  ,  4073.36 
spectral-norm ; 112.403686523437500000, 103.563720703125000000,  ,  ,  4176.06 
spectral-norm ; 109.661437988281250000, 101.084350585937500000,  ,  ,  4124.39 
mand ; 171.565734863281250000, 164.740356445312500000,  ,  ,  6077.9 
mand ; 149.213439941406250000, 143.079284667968750000,  ,  ,  5356.44 
mand ; 147.178710937500000000, 141.215820312500000000,  ,  ,  5374.59 
mand ; 167.779968261718750000, 160.433837890625000000,  ,  ,  6237.41 
mand ; 149.009216308593750000, 142.257629394531250000,  ,  ,  5582.4 
mand ; 166.193786621093750000, 158.630859375000000000,  ,  ,  6335.3 
mand ; 140.394592285156250000, 134.183166503906250000,  ,  ,  5646.56 
mand ; 143.317016601562500000, 136.847839355468750000,  ,  ,  5743.63 
mand ; 157.726074218750000000, 150.661071777343750000,  ,  ,  6334.66 
mand ; 137.822082519531250000, 131.774475097656250000,  ,  ,  5565.41 
binary-trees ; 43.197937011718750000, 39.094177246093750000,  ,  ,  2183.64 
binary-trees ; 45.717834472656250000, 41.550659179687500000,  ,  ,  2323.18 
binary-trees ; 44.600585937500000000, 40.416931152343750000,  ,  ,  2252 
binary-trees ; 47.424072265625000000, 42.953613281250000000,  ,  ,  2417.53 
binary-trees ; 43.833312988281250000, 39.660949707031250000,  ,  ,  2266.64 
binary-trees ; 43.042297363281250000, 38.792358398437500000,  ,  ,  2265.39 
binary-trees ; 43.655334472656250000, 39.554626464843750000,  ,  ,  2193.54 
binary-trees ; 44.597045898437500000, 40.268981933593750000,  ,  ,  2239.51 
binary-trees ; 44.326477050781250000, 40.208129882812500000,  ,  ,  2220.93 
binary-trees ; 43.591003417968750000, 39.448181152343750000,  ,  ,  2244.51 
